"","ymd","state","id","region","var","value","var2","lty"
"206",2022-01-25,"West","regional","West","hosp_case",2.04807432213923,"New admission:New case ratio",FALSE
"207",2022-02-01,"West","regional","West","hosp_case",2.67136607739863,"New admission:New case ratio",FALSE
"208",2022-02-08,"West","regional","West","hosp_case",3.89667396830079,"New admission:New case ratio",FALSE
"209",2022-02-15,"West","regional","West","hosp_case",4.9243078475283,"New admission:New case ratio",FALSE
"210",2022-02-22,"West","regional","West","hosp_case",6.67298711264543,"New admission:New case ratio",FALSE
"211",2022-03-01,"West","regional","West","hosp_case",5.53880364033094,"New admission:New case ratio",FALSE
"212",2022-03-08,"West","regional","West","hosp_case",6.45844903362574,"New admission:New case ratio",FALSE
"213",2022-03-15,"West","regional","West","hosp_case",6.15517240319928,"New admission:New case ratio",FALSE
"214",2022-03-22,"West","regional","West","hosp_case",5.25172434745149,"New admission:New case ratio",FALSE
"215",2022-03-29,"West","regional","West","hosp_case",5.73707148908545,"New admission:New case ratio",FALSE
"216",2022-04-05,"West","regional","West","hosp_case",4.36073793797767,"New admission:New case ratio",FALSE
"217",2022-04-12,"West","regional","West","hosp_case",4.77570661996892,"New admission:New case ratio",FALSE
"218",2022-04-19,"West","regional","West","hosp_case",3.07777407018767,"New admission:New case ratio",FALSE
"219",2022-04-26,"West","regional","West","hosp_case",3.00803189411728,"New admission:New case ratio",FALSE
"220",2022-05-03,"West","regional","West","hosp_case",2.90749283525587,"New admission:New case ratio",FALSE
"221",2022-05-10,"West","regional","West","hosp_case",3.06587838381835,"New admission:New case ratio",FALSE
"222",2022-05-17,"West","regional","West","hosp_case",2.93577447429014,"New admission:New case ratio",FALSE
"223",2022-05-24,"West","regional","West","hosp_case",2.67928530635555,"New admission:New case ratio",FALSE
"224",2022-05-31,"West","regional","West","hosp_case",3.84652419904335,"New admission:New case ratio",FALSE
"225",2022-06-07,"West","regional","West","hosp_case",2.61838394657752,"New admission:New case ratio",FALSE
"226",2022-06-14,"West","regional","West","hosp_case",3.23789015683179,"New admission:New case ratio",FALSE
"227",2022-06-21,"West","regional","West","hosp_case",3.76137843958761,"New admission:New case ratio",FALSE
"228",2022-06-28,"West","regional","West","hosp_case",3.66418103147156,"New admission:New case ratio",FALSE
"229",2021-06-01,"National","national",NA,"hosp_case",15.8724764548296,"New admission:New case ratio",TRUE
"230",2021-06-08,"National","national",NA,"hosp_case",15.6182625022494,"New admission:New case ratio",TRUE
"231",2021-06-15,"National","national",NA,"hosp_case",16.3496792194758,"New admission:New case ratio",TRUE
"232",2021-06-22,"National","national",NA,"hosp_case",16.646252364711,"New admission:New case ratio",TRUE
"233",2021-06-29,"National","national",NA,"hosp_case",15.8121531118646,"New admission:New case ratio",TRUE
"234",2021-07-06,"National","national",NA,"hosp_case",15.1179332175582,"New admission:New case ratio",TRUE
"235",2021-07-13,"National","national",NA,"hosp_case",12.2237943335125,"New admission:New case ratio",TRUE
"236",2021-07-20,"National","national",NA,"hosp_case",9.94093866700822,"New admission:New case ratio",TRUE
"237",2021-07-27,"National","national",NA,"hosp_case",8.82921640120931,"New admission:New case ratio",TRUE
"238",2021-08-03,"National","national",NA,"hosp_case",8.54902516448281,"New admission:New case ratio",TRUE
"239",2021-08-10,"National","national",NA,"hosp_case",8.68799527359341,"New admission:New case ratio",TRUE
"240",2021-08-17,"National","national",NA,"hosp_case",8.41659058732531,"New admission:New case ratio",TRUE
"241",2021-08-24,"National","national",NA,"hosp_case",8.33548488576031,"New admission:New case ratio",TRUE
"242",2021-08-31,"National","national",NA,"hosp_case",7.66141902028696,"New admission:New case ratio",TRUE
"243",2021-09-07,"National","national",NA,"hosp_case",7.90963808763943,"New admission:New case ratio",TRUE
"244",2021-09-14,"National","national",NA,"hosp_case",7.33740964314851,"New admission:New case ratio",TRUE
"245",2021-09-21,"National","national",NA,"hosp_case",7.35617362459144,"New admission:New case ratio",TRUE
"246",2021-09-28,"National","national",NA,"hosp_case",7.43130447342444,"New admission:New case ratio",TRUE
