v1,date,geoid,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k,sumlev,region,division,v14,popestimate2019,popest18plus2019,pcnt_popest18plus,abbr,ymd,year,weekx,year_wk,outcome,month,v25,weeky,agegroup,vaccineproduct,vaccinatedwithoutcome,fullyvaccinatedpopulation,unvaccinatedwithoutcome,unvaccinatedpopulation,crudevaxir,crudeunvaxir,crudeirr,ageadjustedvaxir,ageadjustedunvaxir,ageadjustedirr,continuitycorrection,perc_vax,statey,totaltests,postests,testpos,usa_or_hhsregion,dominant,a25,ay1,ay2,ay3,b11194,b11529,b117,b1351,b1427,b1429,b1525,b1526,b16171,b16172,b16173,b1621,b16211,b1626,b1628,b1637,ba2,ba2121,ba4,ba5,other,p1,admits_avg,admits_confirmed_avg,admits_suspected_avg,perc_covid,hosped_avg,factor,factor_count,factor_avg1,factor_avg2,c19factor,num_factor,denom_factor,admits_confirmed_100k,admits_metric,admits_100k,statewide,cdc_flag_1,cdc_flag_2,cdc_flag,cdc_flag_alt,cdc_flag_inc_susp,deaths_17_lag,deaths_21_lag,deaths_07_days_ago,deaths_12_lag_100k,deaths_13_lag_100k,deaths_14_lag_100k,deaths_15_lag_100k,deaths_16_lag_100k,deaths_17_lag_100k,deaths_18_lag_100k,deaths_19_lag_100k,deaths_20_lag_100k,deaths_21_lag_100k,deaths_22_lag_100k,deaths_23_lag_100k,deaths_24_lag_100k,deaths_25_lag_100k,deaths_26_lag_100k,cases_lag_00,cases_lag_01,cases_lag_02,cases_lag_03,cases_lag_04,cases_lag_05,cases_lag_06,cases_lag_07,cases_lag_08,cases_lag_09,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19,cases_lag_20,cases_lag_21,cases_lag_22,cases_lag_23,cases_lag_24,cases_lag_25,cases_lag_26,cases_lag_27,cases_lag_28,cases_lag_29,cases_lag_30,cases_lag_31,cases_lag_32,cases_lag_33,cases_lag_34,cases_lag_35,cases_lag_36,cases_lag_37,cases_lag_38,cases_lag_39,cases_lag_40,cases_lag_41,cases_lag_42,cases_lag_43,cases_lag_44,cases_lag_45,cases_lag_46,cases_lag_47,cases_lag_48,cases_lag_49,cases_lag_50,cases_lag_51,admits_7_lag,admits_7d_ago,admits_21d_ago,dotw,cases_yesterday,admits_yesterday,perc_yesterday,check_bound,check_bound2,chk,cases_deconvolved1,cases_deconvolved2,date2,dayofweek,fips,lastdate,deathslag00,iszekelag00,deathslag07,iszekelag07,deathslag14,iszekelag14,deathslag21,iszekelag21,deathslag28,iszekelag28,deathslag35,iszekelag35,deathslag42,iszekelag42,deathslag49,iszekelag49,deathslag56,iszekelag56,deathslag63,iszekelag63,deathslag70,iszekelag70,deathslag77,iszekelag77,deathslag84,iszekelag84,admitsweekly,casesweekly,percentc19,cdcorange,cdcalt2,cdcalt3,newepoch,newonepoch,newoffepoch,triggeron,epochnum,onepochnum,offepochnum,cmtrigger,triggeroff,numhigheps,twomoper,triggeronstrict,cmtriggerstrict,triggeroffstrict,triggeron2,cmtrigger2,triggeroff2,triggeron3,cmtrigger3,triggeroff3,orphanalt2,orphanalt3,lagcdc2,lagcdc3,zekelagcdc,zekelagalt1,zekelagalt2
38864,2022-04-06,USA-50,Vermont,220,152,24.360001,0,.43000001,.07,40,1,1,50,623989,509984,81.699997,VT,2022-04-06,2022,14,2022-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2857142857143,5.42857142857143,6.85714285714286,.02427597,21.1428571428571,1,FALSE,0.942675159235669,0.942675159235669,.942675159235669,30,30,0.869978706126459,.869978706126459,1.96889917702304,NA,FALSE,FALSE,FALSE,TRUE,FALSE,0.55,0.5,0.57,0.09,0.06,0.06,0.06,0.09,0.09,0.09,0.09,0.09,0.08,0.14,0.18,0.18,0.18,0.16,152,151.86,143.29,135.86,135.86,135.86,137.71,133.43,133.43,132.14,140.14,140.14,140.14,138,142.29,146.14,146.57,131.43,131.43,131.43,135.29,126.29,119.29,114.14,120.14,120.14,120.14,122.29,131.86,136.25,149,154.86,154.86,154.86,158.86,163.43,168.5,168.5,192,192,192,196.71,201.86,218,244.29,244.29,244.29,244.29,262.86,286.43,302,307.57,7.85714285714286,3.85714285714286,4.28571428571429,Wednesday,21.38,0.66393111783335,0.0152284894558711,FALSE,FALSE,2022-04-06 Vermont,135.676970134211,136.372533674209,06apr2022,3,50,22797,.49000001,0,.63,0,.41999999,0,.56,0,1.12,1,1.26,1,.98000002,1,.98000002,1,1.1900001,1,,,,,,,,,6.0898509,170.52,2.427597,0,1,1,0,,,,5,2,3,2,,3,6,,2,,1,2,,,1,,0,0,3,,,4,
38871,2022-04-13,USA-50,Vermont,310,209.14,33.52,0,.56999999,.090000004,40,1,1,50,623989,509984,81.699997,VT,2022-04-13,2022,15,2022-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2857142857143,7.85714285714286,7.42857142857143,.037099581,34.4285714285714,1.08823529411765,FALSE,1,1,1,37,34,1.25917970623566,1.25917970623566,2.44967688304029,NA,FALSE,FALSE,FALSE,TRUE,TRUE,1.14,1,0.43,0.09,0.09,0.08,0.14,0.18,0.18,0.18,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.11,209.14,196.29,194.29,170.14,170.14,170.14,157.57,152,151.86,143.29,135.86,135.86,135.86,137.71,133.43,133.43,132.14,140.14,140.14,140.14,138,142.29,146.14,146.57,131.43,131.43,131.43,135.29,126.29,119.29,114.14,120.14,120.14,120.14,122.29,131.86,136.25,149,154.86,154.86,154.86,158.86,163.43,168.5,168.5,192,192,192,196.71,201.86,218,244.29,7.14285714285714,5.42857142857143,6.42857142857143,Wednesday,24.34,0.801296176695423,0.02139373086383,FALSE,TRUE,2022-04-13 Vermont,138.327917602687,141.609302587834,13apr2022,3,50,22797,.63,0,.41999999,0,.56,0,1.12,1,1.26,1,.98000002,1,.98000002,1,1.1900001,1,,,,,,,,,,,8.8142576,234.64,3.7099581,0,1,1,0,,,,5,2,3,2,,3,6,,2,,,2,,,1,,0,0,,,,,
38878,2022-04-20,USA-50,Vermont,344,264.85999,42.450001,0,.38,.059999999,40,1,1,50,623989,509984,81.699997,VT,2022-04-20,2022,16,2022-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2857142857143,7.14285714285714,6.14285714285714,.04503464,39.8571428571429,1.02222222222222,FALSE,1,1,1,46,45,1.1447088238506,1.1447088238506,2.12915841236212,NA,FALSE,FALSE,FALSE,TRUE,TRUE,1.14,1.13,0.57,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.11,0.18,0.18,0.18,0.18,0.18,0.18,0.18,264.85999,260,261.71,231.71,231.71,231.71,228.14,209.14,196.29,194.29,170.14,170.14,170.14,157.57,152,151.86,143.29,135.86,135.86,135.86,137.71,133.43,133.43,132.14,140.14,140.14,140.14,138,142.29,146.14,146.57,131.43,131.43,131.43,135.29,126.29,119.29,114.14,120.14,120.14,120.14,122.29,131.86,136.25,149,154.86,154.86,154.86,158.86,163.43,168.5,168.5,14.4285714285714,7.85714285714286,3.85714285714286,Wednesday,31.46,1.3278622356667,0.0363873594428176,FALSE,FALSE,2022-04-20 Vermont,155.125825256441,168.466279332148,20apr2022,3,50,22797,.41999999,0,.56,0,1.12,1,1.26,1,.98000002,1,.98000002,1,1.1900001,1,,,,,,,,,,,,,8.0129614,297.14999,4.5034637,0,1,1,0,,,,5,2,3,2,,3,6,,2,,,2,,,1,,0,0,,,,,
38885,2022-04-27,USA-50,Vermont,721,316.42999,50.709999,1,.5,.079999998,40,1,1,50,623989,509984,81.699997,VT,2022-04-27,2022,17,2022-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5714285714286,14.4285714285714,9.14285714285714,.058978584,54.7142857142857,0.966101694915254,FALSE,1,1,1,57,59,2.31231182417822,2.31231182417822,3.77753911870699,NA,TRUE,FALSE,TRUE,TRUE,TRUE,1.13,0.86,0.38,0.11,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.14,0.14,0.14,0.14,0.14,0.14,0.14,316.42999,284.14,284.14,274.43,274.43,274.43,264.86,264.86,260,261.71,231.71,231.71,231.71,228.14,209.14,196.29,194.29,170.14,170.14,170.14,157.57,152,151.86,143.29,135.86,135.86,135.86,137.71,133.43,133.43,132.14,140.14,140.14,140.14,138,142.29,146.14,146.57,131.43,131.43,131.43,135.29,126.29,119.29,114.14,120.14,120.14,120.14,122.29,131.86,136.25,149,18.1428571428571,7.14285714285714,5.42857142857143,Wednesday,41.67,1.00734376498853,0.043600553265043,FALSE,FALSE,2022-04-27 Vermont,196.153316120001,215.953497313953,27apr2022,3,50,22797,.56,0,1.12,1,1.26,1,.98000002,1,.98000002,1,1.1900001,1,,,,,,,,,,,,,,,16.186182,354.97,5.8978581,1,1,1,1,1,,1,6,3,3,3,,3,6,1,3,,,2,,,1,,0,0,,,1,,
38892,2022-05-04,USA-50,Vermont,517,326.42999,52.310001,0,1,.16,40,1,1,50,623989,509984,81.699997,VT,2022-05-04,2022,18,2022-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1428571428571,18.1428571428571,10,.06276834,60.2857142857143,1,FALSE,1,1,1,60,60,2.90756041258053,2.90756041258053,4.51015276597138,NA,TRUE,FALSE,TRUE,TRUE,TRUE,0.86,0.86,0.5,0.18,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.12,326.42999,311.13,311.71,329.71,329.71,329.71,323.14,316.43,284.14,284.14,274.43,274.43,274.43,264.86,264.86,260,261.71,231.71,231.71,231.71,228.14,209.14,196.29,194.29,170.14,170.14,170.14,157.57,152,151.86,143.29,135.86,135.86,135.86,137.71,133.43,133.43,132.14,140.14,140.14,140.14,138,142.29,146.14,146.57,131.43,131.43,131.43,135.29,126.29,119.29,114.14,10.2857142857143,14.4285714285714,7.85714285714286,Wednesday,45.54,2.01468752997706,0.0570598544832589,FALSE,FALSE,2022-05-04 Vermont,244.039365200293,262.948059089212,04may2022,3,50,22797,1.12,1,1.26,1,.98000002,1,.98000002,1,1.1900001,1,,,,,,,,,,,,,,,,,20.352922,366.17001,6.276834,1,1,1,0,,,,6,3,3,3,,3,6,,3,,,2,,,1,,0,0,,,,,
38899,2022-05-11,USA-50,Vermont,268,301.42999,48.310001,0,1.13,.18000001,40,1,1,50,623989,509984,81.699997,VT,2022-05-11,2022,19,2022-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2857142857143,10.2857142857143,8,.069515936,67.2857142857143,1.03333333333333,FALSE,1,1,1,62,60,1.64838070634487,1.64838070634487,2.93045458905755,NA,TRUE,FALSE,TRUE,TRUE,TRUE,0.78,1.07,1,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.17,0.17,0.17,0.17,0.17,0.17,301.42999,337,344.86,322.43,322.43,322.43,320.57,326.43,311.13,311.71,329.71,329.71,329.71,323.14,316.43,284.14,284.14,274.43,274.43,274.43,264.86,264.86,260,261.71,231.71,231.71,231.71,228.14,209.14,196.29,194.29,170.14,170.14,170.14,157.57,152,151.86,143.29,135.86,135.86,135.86,137.71,133.43,133.43,132.14,140.14,140.14,140.14,138,142.29,146.14,146.57,11.1428571428571,18.1428571428571,7.14285714285714,Wednesday,49.86,3.18229053030468,0.0623654808129589,FALSE,FALSE,2022-05-11 Vermont,287.624330093999,300.960203099285,11may2022,3,50,22797,1.26,1,.98000002,1,.98000002,1,1.1900001,1,,,,,,,,,,,,,,,,,,,11.538665,338.17001,6.9515934,1,1,1,0,,,,6,3,3,3,,3,6,,3,,,2,,,1,,0,0,,,,,
38906,2022-05-18,USA-50,Vermont,390,342.42999,54.880001,0,.86000001,.14,40,1,1,50,623989,509984,81.699997,VT,2022-05-18,2022,20,2022-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8571428571429,11.1428571428571,8.71428571428571,.073722608,68.4285714285714,1,FALSE,1,1,1,66,66,1.78574576520694,1.78574576520694,3.18229053030468,NA,TRUE,FALSE,TRUE,TRUE,TRUE,1.07,0.43,1.13,0.12,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.07,0.07,0.07,0.07,0.07,0.07,342.42999,325,330.71,338.86,338.86,338.86,337,301.43,337,344.86,322.43,322.43,322.43,320.57,326.43,311.13,311.71,329.71,329.71,329.71,323.14,316.43,284.14,284.14,274.43,274.43,274.43,264.86,264.86,260,261.71,231.71,231.71,231.71,228.14,209.14,196.29,194.29,170.14,170.14,170.14,157.57,152,151.86,143.29,135.86,135.86,135.86,137.71,133.43,133.43,132.14,9.42857142857143,10.2857142857143,14.4285714285714,Wednesday,54.01,1.73995741225292,0.0692591000779336,FALSE,FALSE,2022-05-18 Vermont,313.486739644259,319.83234781015,18may2022,3,50,22797,.98000002,1,.98000002,1,1.1900001,1,,,,,,,,,,,,,,,,,,,,,12.50022,384.16,7.372261,1,1,1,0,,,,6,3,3,3,,3,6,,3,,,2,,,1,,0,0,,,,,
38913,2022-05-25,USA-50,Vermont,0,342.42999,54.880001,0,.86000001,.14,40,1,1,50,623989,509984,81.699997,VT,2022-05-25,2022,21,2022-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,9.42857142857143,8.57142857142857,.069416083,63.4285714285714,0.958333333333333,FALSE,1,1,1,46,48,1.5110156474828,1.5110156474828,2.88466623610352,NA,TRUE,FALSE,TRUE,TRUE,TRUE,0.43,0.86,0.86,0.17,0.17,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.14,342.42999,342.43,342.43,342.43,342.43,342.43,342.43,342.43,325,330.71,338.86,338.86,338.86,337,301.43,337,344.86,322.43,322.43,322.43,320.57,326.43,311.13,311.71,329.71,329.71,329.71,323.14,316.43,284.14,284.14,274.43,274.43,274.43,264.86,264.86,260,261.71,231.71,231.71,231.71,228.14,209.14,196.29,194.29,170.14,170.14,170.14,157.57,152,151.86,143.29,7.28571428571429,11.1428571428571,18.1428571428571,Wednesday,52.08,1.78574576520694,0.0730538037050524,FALSE,FALSE,2022-05-25 Vermont,326.519460579415,330.336201714283,25may2022,3,50,22797,.98000002,1,1.1900001,1,,,,,,,,,,,,,,,,,,,,,,,10.577109,384.16,6.9416084,1,1,1,0,,,,6,3,3,3,1,3,6,,3,1,,2,,,1,,0,0,,,,,
38920,2022-06-01,USA-50,Vermont,1216,201.57001,32.299999,9,1.0700001,.17,40,1,1,50,623989,509984,81.699997,VT,2022-06-01,2022,22,2022-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1428571428571,7.28571428571429,5.85714285714286,.052547026,47.1428571428571,1,FALSE,1,1,1,37,37,1.16760300032762,1.16760300032762,2.10626423588511,NA,FALSE,FALSE,FALSE,TRUE,TRUE,0.86,0.43,0.86,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.07,NA,201.57001,200.75,200.75,200.75,200.75,200.75,200.75,342.43,342.43,342.43,342.43,342.43,342.43,342.43,342.43,325,330.71,338.86,338.86,338.86,337,301.43,337,344.86,322.43,322.43,322.43,320.57,326.43,311.13,311.71,329.71,329.71,329.71,323.14,316.43,284.14,284.14,274.43,274.43,274.43,264.86,264.86,260,261.71,231.71,231.71,231.71,228.14,209.14,196.29,194.29,6.85714285714286,9.42857142857143,10.2857142857143,Wednesday,54.88,1.5110156474828,0.0721608806342097,FALSE,FALSE,2022-06-01 Vermont,331.135865882884,323.317455786464,01jun2022,3,50,22797,1.1900001,1,,,,,,,,,,,,,,,,,,,,,,,,,8.1732206,226.09999,5.2547026,0,1,1,1,,1,,7,3,4,3,,3,6,,3,,,2,,,1,,0,0,,,,,
39398,2021-06-02,USA-51,Virginia,186,243,2.8499999,12,9,.11,40,3,5,51,8535519,6674671,78.199997,VA,2021-06-02,2021,22,2021-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.285714285714,45.7142857142857,189.571428571429,.030607112,381.857142857143,0.738955823293173,FALSE,0.755084745762712,0.755084745762712,.755084745762712,368,498,0.535577106843599,.535577106843599,2.75654842178565,NA,FALSE,FALSE,FALSE,FALSE,FALSE,7.14,5.43,13.57,0.12,0.13,0.12,0.11,0.1,0.08,0.07,0.07,0.07,0.06,0.07,0.08,0.08,0.08,0.07,243,262.57,347.57,337.57,338.86,361.57,360.43,393.86,415,377.14,405.29,410.71,441.86,455.71,454,466.86,497,506,543.86,555.29,618.86,658.43,698.57,723,762.29,794,820.29,864.71,911.14,949.29,999.43,1014.86,1032.43,1038.43,1051.43,1078.86,1100.57,1116.86,1153.86,1214,1300.14,1336.43,1342.43,1348.14,1464.14,1511.57,1500.43,1513.57,1506.14,1579.43,1615,1527.29,29.8571428571429,48.1428571428571,70.4285714285714,Wednesday,4.86,0.587461139069073,0.0339814729190387,FALSE,FALSE,2021-06-02 Virginia,539.348755118629,481.853582883268,02jun2021,3,51,22797,.76999998,0,.63,0,.83999997,0,.41999999,0,.56,0,.28,0,.34999999,0,.28,0,.34999999,0,.20999999,0,.49000001,0,.63,0,.98000002,1,3.7490396,19.949999,3.0607111,0,0,0,1,,1,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
39405,2021-06-09,USA-51,Virginia,197,203.86,2.3900001,7,7.71,.090000004,40,3,5,51,8535519,6674671,78.199997,VA,2021-06-09,2021,23,2021-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.285714285714,29.8571428571429,168.428571428571,.024679383,312.571428571429,0.645,FALSE,0.705578845533699,0.705578845533699,.705578845533699,258,400,0.349798797907226,.349798797907226,2.32306570093411,NA,FALSE,FALSE,FALSE,FALSE,FALSE,7,6.71,9,0.07,0.07,0.06,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.06,0.06,0.05,0.05,203.86,202.29,184.71,192.71,203,208.14,228.86,243,262.57,347.57,337.57,338.86,361.57,360.43,393.86,415,377.14,405.29,410.71,441.86,455.71,454,466.86,497,506,543.86,555.29,618.86,658.43,698.57,723,762.29,794,820.29,864.71,911.14,949.29,999.43,1014.86,1032.43,1038.43,1051.43,1078.86,1100.57,1116.86,1153.86,1214,1300.14,1336.43,1342.43,1348.14,1464.14,26,45.7142857142857,57,Wednesday,3.08,0.537250785302485,0.0309664449169844,FALSE,FALSE,2021-06-09 Virginia,412.928726420813,367.368733583612,09jun2021,3,51,22797,.63,0,.83999997,0,.41999999,0,.56,0,.28,0,.34999999,0,.28,0,.34999999,0,.20999999,0,.49000001,0,.63,0,.98000002,1,1.6799999,1,2.4485915,16.730001,2.4679384,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
39412,2021-06-16,USA-51,Virginia,277,145.14,1.7,2,10,.12,40,3,5,51,8535519,6674671,78.199997,VA,2021-06-16,2021,24,2021-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.714285714286,26,147.714285714286,.018341744,231,0.665625,FALSE,0.665706051873199,0.665706051873199,.665706051873199,213,320,0.304609479517297,.304609479517297,2.03519300600568,NA,FALSE,FALSE,FALSE,FALSE,FALSE,4.86,3,7.71,0.07,0.08,0.08,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,145.14,133.71,140.14,143.29,155,175.71,197.71,203.86,202.29,184.71,192.71,203,208.14,228.86,243,262.57,347.57,337.57,338.86,361.57,360.43,393.86,415,377.14,405.29,410.71,441.86,455.71,454,466.86,497,506,543.86,555.29,618.86,658.43,698.57,723,762.29,794,820.29,864.71,911.14,949.29,999.43,1014.86,1032.43,1038.43,1051.43,1078.86,1100.57,1116.86,25.2857142857143,29.8571428571429,48.1428571428571,Wednesday,2.37,0.368209260954974,0.0258821631537374,FALSE,FALSE,2021-06-16 Virginia,301.199018971263,261.73817902809,16jun2021,3,51,22797,.83999997,0,.41999999,0,.56,0,.28,0,.34999999,0,.28,0,.34999999,0,.20999999,0,.49000001,0,.63,0,.98000002,1,1.6799999,1,1.3299999,1,2.1322663,11.900001,1.8341744,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
39419,2021-06-23,USA-51,Virginia,228,130.14,1.52,1,5.4299998,.059999999,40,3,5,51,8535519,6674671,78.199997,VA,2021-06-23,2021,25,2021-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.857142857143,25.2857142857143,126.571428571429,.015524481,195.428571428571,0.652482269503546,FALSE,0.64346190028222,0.64346190028222,.6434619002822199,184,282,0.296241087222866,.296241087222866,1.77912020179608,NA,FALSE,FALSE,FALSE,FALSE,FALSE,3.38,4.43,10,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.04,130.14,137.14,136.14,129.29,132,139.43,138.14,145.14,133.71,140.14,143.29,155,175.71,197.71,203.86,202.29,184.71,192.71,203,208.14,228.86,243,262.57,347.57,337.57,338.86,361.57,360.43,393.86,415,377.14,405.29,410.71,441.86,455.71,454,466.86,497,506,543.86,555.29,618.86,658.43,698.57,723,762.29,794,820.29,864.71,911.14,949.29,999.43,28,26,45.7142857142857,Wednesday,1.57,0.333062013318363,0.018832891316483,FALSE,FALSE,2021-06-23 Virginia,215.256346000447,189.01443792398,23jun2021,3,51,22797,.41999999,0,.56,0,.28,0,.34999999,0,.28,0,.34999999,0,.20999999,0,.49000001,0,.63,0,.98000002,1,1.6799999,1,1.3299999,1,2.24,1,2.0736876,10.639999,1.5524482,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
39426,2021-06-30,USA-51,Virginia,275,171.86,2.01,3,6.71,.079999998,40,3,5,51,8535519,6674671,78.199997,VA,2021-06-30,2021,26,2021-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,28,123,.01362884,173,0.642599277978339,FALSE,0.642099681866384,0.642099681866384,.642099681866384,178,277,0.328040977941705,.328040977941705,1.76907813104276,NA,FALSE,FALSE,FALSE,FALSE,FALSE,4.14,3.43,5.43,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,171.86,165.14,164.57,168.43,155,138,134,130.14,137.14,136.14,129.29,132,139.43,138.14,145.14,133.71,140.14,143.29,155,175.71,197.71,203.86,202.29,184.71,192.71,203,208.14,228.86,243,262.57,347.57,337.57,338.86,361.57,360.43,393.86,415,377.14,405.29,410.71,441.86,455.71,454,466.86,497,506,543.86,555.29,618.86,658.43,698.57,723,21.7142857142857,25.2857142857143,29.8571428571429,Wednesday,1.61,0.28117798109289,0.0158611864782808,FALSE,FALSE,2021-06-30 Virginia,163.039312313537,151.374651130856,30jun2021,3,51,22797,.56,0,.28,0,.34999999,0,.28,0,.34999999,0,.20999999,0,.49000001,0,.63,0,.98000002,1,1.6799999,1,1.3299999,1,2.24,1,2.8,1,2.2962868,14.07,1.362884,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
