v1,date,geoid,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k,sumlev,region,division,v14,popestimate2019,popest18plus2019,pcnt_popest18plus,abbr,ymd,year,weekx,year_wk,outcome,month,v25,weeky,agegroup,vaccineproduct,vaccinatedwithoutcome,fullyvaccinatedpopulation,unvaccinatedwithoutcome,unvaccinatedpopulation,crudevaxir,crudeunvaxir,crudeirr,ageadjustedvaxir,ageadjustedunvaxir,ageadjustedirr,continuitycorrection,perc_vax,statey,totaltests,postests,testpos,usa_or_hhsregion,dominant,a25,ay1,ay2,ay3,b11194,b11529,b117,b1351,b1427,b1429,b1525,b1526,b16171,b16172,b16173,b1621,b16211,b1626,b1628,b1637,ba2,ba2121,ba4,ba5,other,p1,admits_avg,admits_confirmed_avg,admits_suspected_avg,perc_covid,hosped_avg,factor,factor_count,factor_avg1,factor_avg2,c19factor,num_factor,denom_factor,admits_confirmed_100k,admits_metric,admits_100k,statewide,cdc_flag_1,cdc_flag_2,cdc_flag,cdc_flag_alt,cdc_flag_inc_susp,deaths_17_lag,deaths_21_lag,deaths_07_days_ago,deaths_12_lag_100k,deaths_13_lag_100k,deaths_14_lag_100k,deaths_15_lag_100k,deaths_16_lag_100k,deaths_17_lag_100k,deaths_18_lag_100k,deaths_19_lag_100k,deaths_20_lag_100k,deaths_21_lag_100k,deaths_22_lag_100k,deaths_23_lag_100k,deaths_24_lag_100k,deaths_25_lag_100k,deaths_26_lag_100k,cases_lag_00,cases_lag_01,cases_lag_02,cases_lag_03,cases_lag_04,cases_lag_05,cases_lag_06,cases_lag_07,cases_lag_08,cases_lag_09,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19,cases_lag_20,cases_lag_21,cases_lag_22,cases_lag_23,cases_lag_24,cases_lag_25,cases_lag_26,cases_lag_27,cases_lag_28,cases_lag_29,cases_lag_30,cases_lag_31,cases_lag_32,cases_lag_33,cases_lag_34,cases_lag_35,cases_lag_36,cases_lag_37,cases_lag_38,cases_lag_39,cases_lag_40,cases_lag_41,cases_lag_42,cases_lag_43,cases_lag_44,cases_lag_45,cases_lag_46,cases_lag_47,cases_lag_48,cases_lag_49,cases_lag_50,cases_lag_51,admits_7_lag,admits_7d_ago,admits_21d_ago,dotw,cases_yesterday,admits_yesterday,perc_yesterday,check_bound,check_bound2,chk,cases_deconvolved1,cases_deconvolved2,date2,dayofweek,fips,lastdate,deathslag00,iszekelag00,deathslag07,iszekelag07,deathslag14,iszekelag14,deathslag21,iszekelag21,deathslag28,iszekelag28,deathslag35,iszekelag35,deathslag42,iszekelag42,deathslag49,iszekelag49,deathslag56,iszekelag56,deathslag63,iszekelag63,deathslag70,iszekelag70,deathslag77,iszekelag77,deathslag84,iszekelag84,admitsweekly,casesweekly,percentc19,cdcorange,cdcalt2,cdcalt3,newepoch,newonepoch,newoffepoch,triggeron,epochnum,onepochnum,offepochnum,cmtrigger,triggeroff,numhigheps,twomoper,triggeronstrict,cmtriggerstrict,triggeroffstrict,triggeron2,cmtrigger2,triggeroff2,triggeron3,cmtrigger3,triggeroff3,orphanalt2,orphanalt3,lagcdc2,lagcdc3,zekelagcdc,zekelagalt1,zekelagalt2
545,2021-09-08,USA-01,Alabama,4791,3961.5701,80.800003,68,28.139999,.56999999,40,3,6,1,4903185,3814879,77.800003,AL,2021-09-08,2021,36,2021-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.285714285714,363.857142857143,116.428571428571,.24644352,2858.14285714286,0.964521739130435,FALSE,0.954122752634842,0.954122752634842,.954122752634842,2773,2875,7.42083243559325,7.42083243559325,9.7953822726598,NA,TRUE,FALSE,TRUE,TRUE,TRUE,116.14,76.43,26.45,1.56,2.16,2.57,2.74,2.54,2.37,2.37,2.08,2.02,1.56,1.46,1.38,1.3,1.14,1.3,3961.5701,3947.29,4309.29,4381.57,4466,4718.86,4705.29,4307.44,4259.5,4124.29,4055.14,4038.29,4041.14,3864.86,4041.43,4041.43,4041.43,4024,3980.63,3662.14,3688.86,3728.43,3640.71,3611,3461,3512.43,3512.43,3469.43,3419.43,3354.86,3282.29,3086,3086,2890.63,2777.14,2621.86,2525.71,2434.29,2391.14,2353.71,2097.57,2097.57,1931.43,1775.14,1592.86,1495,1379,1238,1133.14,1047.14,887,815,307.857142857143,373.428571428571,373.285714285714,Wednesday,86.87,7.67722554683479,0.249884353533903,FALSE,FALSE,2021-09-08 Alabama,3901.24513113635,4032.52488003643,08sep2021,3,1,22797,3.99,1,6.02,1,17.99,1,10.92,1,8.4000006,1,7.4900002,1,6.7199998,1,2.45,1,4.9699998,1,4.9000001,1,2.1700001,1,1.54,1,.83999997,0,51.945827,565.60004,24.644352,1,1,1,0,,,,2,1,1,1,,2,2,,1,,,1,,,1,,0,0,,,,,
552,2021-09-15,USA-01,Alabama,3651,3677.4299,75,66,42.290001,.86000001,40,3,6,1,4903185,3814879,77.800003,AL,2021-09-15,2021,37,2021-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.714285714286,307.857142857143,132.857142857143,.2164498,2595.57142857143,0.940993788819876,FALSE,0.940716578647613,0.940716578647613,.940716578647613,2424,2576,6.27871766733547,6.27871766733547,8.9883266838654,NA,TRUE,FALSE,TRUE,TRUE,TRUE,63.86,58.86,28.14,2.08,2.02,1.56,1.46,1.38,1.3,1.14,1.3,1.13,1.2,1.1,1.06,1.13,1.13,1.13,3677.4299,3840.29,3658.57,3640.57,3790.29,3779.71,3826.57,3961.57,3947.29,4309.29,4381.57,4466,4718.86,4705.29,4307.44,4259.5,4124.29,4055.14,4038.29,4041.14,3864.86,4041.43,4041.43,4041.43,4024,3980.63,3662.14,3688.86,3728.43,3640.71,3611,3461,3512.43,3512.43,3469.43,3419.43,3354.86,3282.29,3086,3086,2890.63,2777.14,2621.86,2525.71,2434.29,2391.14,2353.71,2097.57,2097.57,1931.43,1775.14,1592.86,206.857142857143,363.857142857143,364.142857142857,Wednesday,80.5,7.38004262244119,0.248253255431437,FALSE,FALSE,2021-09-15 Alabama,4165.1997336058,4181.27821667911,15sep2021,3,1,22797,6.02,1,17.99,1,10.92,1,8.4000006,1,7.4900002,1,6.7199998,1,2.45,1,4.9699998,1,4.9000001,1,2.1700001,1,1.54,1,.83999997,0,1.1900001,1,43.951023,525,21.644979,1,1,1,0,,,,2,1,1,1,,2,2,,1,,,1,,,1,,0,0,,,,,
559,2021-09-22,USA-01,Alabama,3018,2950.8601,60.18,205,125.86,2.5699999,40,3,6,1,4903185,3814879,77.800003,AL,2021-09-22,2021,38,2021-38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.857142857143,206.857142857143,121,.18271355,2084,0.936515997968512,FALSE,0.937291184785402,0.937291184785402,.937291184785402,1844,1969,4.21883210315627,4.21883210315627,6.68661579885611,NA,TRUE,FALSE,TRUE,TRUE,TRUE,55.43,52.57,42.29,1.3,1.13,1.2,1.1,1.06,1.13,1.13,1.13,0.95,1.07,1.24,1.12,0.94,0.94,0.94,2950.8601,3041.29,3144.71,3255,3212.71,3360.14,3621,3677.43,3840.29,3658.57,3640.57,3790.29,3779.71,3826.57,3961.57,3947.29,4309.29,4381.57,4466,4718.86,4705.29,4307.44,4259.5,4124.29,4055.14,4038.29,4041.14,3864.86,4041.43,4041.43,4041.43,4024,3980.63,3662.14,3688.86,3728.43,3640.71,3611,3461,3512.43,3512.43,3469.43,3419.43,3354.86,3282.29,3086,3086,2890.63,2777.14,2621.86,2525.71,2434.29,141,307.857142857143,373.428571428571,Wednesday,78.32,6.53511077857702,0.220711868613211,FALSE,FALSE,2021-09-22 Alabama,4048.36774083299,3922.49990893886,22sep2021,3,1,22797,17.99,1,10.92,1,8.4000006,1,7.4900002,1,6.7199998,1,2.45,1,4.9699998,1,4.9000001,1,2.1700001,1,1.54,1,.83999997,0,1.1900001,1,2.03,1,29.531824,421.26001,18.271355,1,1,1,0,,,,2,1,1,1,,2,2,,1,,,1,,,1,,0,0,,,,,
566,2021-09-29,USA-01,Alabama,2141,2317.71,47.27,45,76.43,1.5599999,40,3,6,1,4903185,3814879,77.800003,AL,2021-09-29,2021,39,2021-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,141,98,.14408825,1637.42857142857,0.906933166770768,FALSE,0.917473785319779,0.917473785319779,.917473785319779,1452,1601,2.87568182722047,2.87568182722047,4.87438267167158,NA,TRUE,FALSE,TRUE,TRUE,TRUE,46,47.29,125.86,1.13,0.95,1.07,1.24,1.12,0.94,0.94,0.94,1.15,0.96,0.64,0.69,0.66,0.58,0.58,2317.71,2443,2619.57,2666.14,2731.43,2806.43,2864.29,2950.86,3041.29,3144.71,3255,3212.71,3360.14,3621,3677.43,3840.29,3658.57,3640.57,3790.29,3779.71,3826.57,3961.57,3947.29,4309.29,4381.57,4466,4718.86,4705.29,4307.44,4259.5,4124.29,4055.14,4038.29,4041.14,3864.86,4041.43,4041.43,4041.43,4024,3980.63,3662.14,3688.86,3728.43,3640.71,3611,3461,3512.43,3512.43,3469.43,3419.43,3354.86,3282.29,108.857142857143,206.857142857143,363.857142857143,Wednesday,62.03,4.47231165631552,0.189216147675597,FALSE,FALSE,2021-09-29 Alabama,3663.91511288961,3465.41851551324,29sep2021,3,1,22797,10.92,1,8.4000006,1,7.4900002,1,6.7199998,1,2.45,1,4.9699998,1,4.9000001,1,2.1700001,1,1.54,1,.83999997,0,1.1900001,1,2.03,1,1.54,1,20.129772,330.89001,14.408825,1,1,1,0,,,,2,1,1,1,1,2,2,,1,1,,1,,,1,,0,0,,,,,
573,2021-10-06,USA-01,Alabama,1272,1353.71,27.610001,70,58.860001,1.2,40,3,6,1,4903185,3814879,77.800003,AL,2021-10-06,2021,40,2021-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.857142857143,108.857142857143,78,.11056016,1241.85714285714,0.917940466613033,FALSE,0.908929318276872,0.908929318276872,.908929318276872,1141,1243,2.22013125870517,2.22013125870517,3.81093397163564,NA,FALSE,FALSE,FALSE,TRUE,TRUE,32.43,17.29,76.43,0.94,1.15,0.96,0.64,0.69,0.66,0.58,0.58,0.47,0.35,0.48,0.45,0.49,0.49,0.49,1353.71,1477.86,1540,1662.57,1768.43,1976.57,2080,2317.71,2443,2619.57,2666.14,2731.43,2806.43,2864.29,2950.86,3041.29,3144.71,3255,3212.71,3360.14,3621,3677.43,3840.29,3658.57,3640.57,3790.29,3779.71,3826.57,3961.57,3947.29,4309.29,4381.57,4466,4718.86,4705.29,4307.44,4259.5,4124.29,4055.14,4038.29,4041.14,3864.86,4041.43,4041.43,4041.43,4024,3980.63,3662.14,3688.86,3728.43,3640.71,3611,94.1428571428571,141,307.857142857143,Wednesday,49.82,3.06506310256934,0.148632171394268,FALSE,FALSE,2021-10-06 Alabama,3130.95234196017,2881.6002268565,06oct2021,3,1,22797,8.4000006,1,7.4900002,1,6.7199998,1,2.45,1,4.9699998,1,4.9000001,1,2.1700001,1,1.54,1,.83999997,0,1.1900001,1,2.03,1,1.54,1,1.54,1,15.540918,193.27,11.056016,0,1,1,1,,1,,3,1,2,1,,2,3,,1,,,1,,,1,,0,0,,,,,
580,2021-10-13,USA-01,Alabama,1016,893.14001,18.219999,111,52.57,1.0700001,40,3,6,1,4903185,3814879,77.800003,AL,2021-10-13,2021,41,2021-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.714285714286,94.1428571428571,86.5714285714286,.087120131,978.857142857143,0.864783047426842,FALSE,0.884699806326662,0.884699806326662,.884699806326662,857,991,1.92003477622927,1.92003477622927,3.68565097409716,NA,FALSE,FALSE,FALSE,TRUE,TRUE,23.86,34.86,58.86,0.58,0.47,0.35,0.48,0.45,0.49,0.49,0.49,0.6,0.71,0.73,0.74,0.76,0.76,0.76,893.14001,929.71,1024.43,1062.86,1097,1177.14,1290.86,1353.71,1477.86,1540,1662.57,1768.43,1976.57,2080,2317.71,2443,2619.57,2666.14,2731.43,2806.43,2864.29,2950.86,3041.29,3144.71,3255,3212.71,3360.14,3621,3677.43,3840.29,3658.57,3640.57,3790.29,3779.71,3826.57,3961.57,3947.29,4309.29,4381.57,4466,4718.86,4705.29,4307.44,4259.5,4124.29,4055.14,4038.29,4041.14,3864.86,4041.43,4041.43,4041.43,73.4285714285714,108.857142857143,206.857142857143,Wednesday,30.14,2.30462444309158,0.114179769604049,FALSE,FALSE,2021-10-13 Alabama,2434.54061446898,2118.56405306267,13oct2021,3,1,22797,7.4900002,1,6.7199998,1,2.45,1,4.9699998,1,4.9000001,1,2.1700001,1,1.54,1,.83999997,0,1.1900001,1,2.03,1,1.54,1,1.54,1,.98000002,1,13.440244,127.53999,8.7120132,0,1,1,0,,,,3,1,2,1,,2,3,,1,,,1,,,1,,0,0,,,,,
587,2021-10-20,USA-01,Alabama,665,784,15.99,48,47.290001,.95999998,40,3,6,1,4903185,3814879,77.800003,AL,2021-10-20,2021,42,2021-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,73.4285714285714,96.5714285714286,.067735553,746.714285714286,0.854777070063694,FALSE,0.854783319705642,0.854783319705642,.854783319705642,671,785,1.49756885429719,1.49756885429719,3.46713411792539,NA,FALSE,FALSE,FALSE,TRUE,TRUE,37.29,34.43,52.57,0.49,0.6,0.71,0.73,0.74,0.76,0.76,0.76,0.73,0.7,0.58,0.58,0.43,0.43,0.43,784,834.14,823.43,841.86,857.43,876.29,862.86,893.14,929.71,1024.43,1062.86,1097,1177.14,1290.86,1353.71,1477.86,1540,1662.57,1768.43,1976.57,2080,2317.71,2443,2619.57,2666.14,2731.43,2806.43,2864.29,2950.86,3041.29,3144.71,3255,3212.71,3360.14,3621,3677.43,3840.29,3658.57,3640.57,3790.29,3779.71,3826.57,3961.57,3947.29,4309.29,4381.57,4466,4718.86,4705.29,4307.44,4259.5,4124.29,56.8571428571429,94.1428571428571,141,Wednesday,18.96,1.98704661212195,0.0905100518938995,FALSE,FALSE,2021-10-20 Alabama,1680.89699277678,1420.63313775528,20oct2021,3,1,22797,6.7199998,1,2.45,1,4.9699998,1,4.9000001,1,2.1700001,1,1.54,1,.83999997,0,1.1900001,1,2.03,1,1.54,1,1.54,1,.98000002,1,2.8,1,10.482982,111.93,6.7735553,0,1,1,0,,,,3,1,2,1,,2,3,,1,,,1,,,1,,0,0,,,,,
594,2021-10-27,USA-01,Alabama,7393,847.28998,17.280001,8,17.290001,.34999999,40,3,6,1,4903185,3814879,77.800003,AL,2021-10-27,2021,43,2021-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.714285714286,56.8571428571429,75.8571428571429,.051945515,566.571428571429,0.808446455505279,FALSE,0.808397880146759,0.808397880146759,.808397880146759,536,663,1.15959611675152,1.15959611675152,2.70669545844764,NA,FALSE,FALSE,FALSE,TRUE,FALSE,21,15.43,47.29,0.76,0.73,0.7,0.58,0.58,0.43,0.43,0.43,0.35,0.31,0.32,0.33,0.27,0.27,0.27,847.28998,847.29,849.86,855.14,873.71,851.14,786.14,784,834.14,823.43,841.86,857.43,876.29,862.86,893.14,929.71,1024.43,1062.86,1097,1177.14,1290.86,1353.71,1477.86,1540,1662.57,1768.43,1976.57,2080,2317.71,2443,2619.57,2666.14,2731.43,2806.43,2864.29,2950.86,3041.29,3144.71,3255,3212.71,3360.14,3621,3677.43,3840.29,3658.57,3640.57,3790.29,3779.71,3826.57,3961.57,3947.29,4309.29,47.1428571428571,73.4285714285714,108.857142857143,Wednesday,17.01,1.50922308662635,0.0698357879675833,FALSE,FALSE,2021-10-27 Alabama,1149.80133943053,1016.18165683814,27oct2021,3,1,22797,2.45,1,4.9699998,1,4.9000001,1,2.1700001,1,1.54,1,.83999997,0,1.1900001,1,2.03,1,1.54,1,1.54,1,.98000002,1,2.8,1,2.3800001,1,8.1171732,120.96001,5.1945515,0,1,1,0,,,,3,1,2,1,,2,3,,1,,,1,,,1,1,0,0,,,,,
601,2021-11-03,USA-01,Alabama,484,692.14001,14.12,47,34.860001,.70999998,40,3,6,1,4903185,3814879,77.800003,AL,2021-11-03,2021,44,2021-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.571428571429,47.1428571428571,81.4285714285714,.042241596,472.714285714286,0.789090909090909,FALSE,0.776031894934334,0.776031894934334,.776031894934334,434,550,0.96147416715578,.96147416715578,2.62220227406122,NA,FALSE,FALSE,FALSE,TRUE,FALSE,13.14,11,17.29,0.43,0.35,0.31,0.32,0.33,0.27,0.27,0.27,0.25,0.22,0.21,0.21,0.21,0.21,0.1,692.14001,757.71,694.29,722.43,801.14,959.71,1058.14,847.29,847.29,849.86,855.14,873.71,851.14,786.14,784,834.14,823.43,841.86,857.43,876.29,862.86,893.14,929.71,1024.43,1062.86,1097,1177.14,1290.86,1353.71,1477.86,1540,1662.57,1768.43,1976.57,2080,2317.71,2443,2619.57,2666.14,2731.43,2806.43,2864.29,2950.86,3041.29,3144.71,3255,3212.71,3360.14,3621,3677.43,3840.29,3658.57,40.4285714285714,56.8571428571429,94.1428571428571,Wednesday,17.28,1.21204016223274,0.0537812502924236,FALSE,FALSE,2021-11-03 Alabama,920.597483071715,888.899759427542,03nov2021,3,1,22797,4.9699998,1,4.9000001,1,2.1700001,1,1.54,1,.83999997,0,1.1900001,1,2.03,1,1.54,1,1.54,1,.98000002,1,2.8,1,2.3800001,1,2.6599998,1,6.730319,98.839996,4.2241597,0,1,0,0,,,,3,1,2,1,,2,3,,1,,,1,,,1,,0,0,,,,,
608,2021-11-10,USA-01,Alabama,178,562.14001,11.46,38,34.43,.69999999,40,3,6,1,4903185,3814879,77.800003,AL,2021-11-10,2021,45,2021-45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.714285714286,40.4285714285714,90.2857142857143,.034138557,371.857142857143,0.721854304635762,FALSE,0.748849252013809,0.748849252013809,.748849252013809,327,453,0.824536937288139,.824536937288139,2.66590564529557,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10.29,5.86,34.86,0.27,0.25,0.22,0.21,0.21,0.21,0.21,0.1,0.1,0.12,0.12,0.15,0.16,0.16,0.16,562.14001,605.86,570.14,569.29,583.86,570.29,541.86,692.14,757.71,694.29,722.43,801.14,959.71,1058.14,847.29,847.29,849.86,855.14,873.71,851.14,786.14,784,834.14,823.43,841.86,857.43,876.29,862.86,893.14,929.71,1024.43,1062.86,1097,1177.14,1290.86,1353.71,1477.86,1540,1662.57,1768.43,1976.57,2080,2317.71,2443,2619.57,2666.14,2731.43,2806.43,2864.29,2950.86,3041.29,3144.71,41.5714285714286,47.1428571428571,73.4285714285714,Wednesday,15.45,1.01974532880158,0.0434121942320082,FALSE,FALSE,2021-11-10 Alabama,848.773398741572,808.142620679035,10nov2021,3,1,22797,4.9000001,1,2.1700001,1,1.54,1,.83999997,0,1.1900001,1,2.03,1,1.54,1,1.54,1,.98000002,1,2.8,1,2.3800001,1,2.6599998,1,5.04,1,5.7717586,80.220001,3.4138556,0,1,0,0,,,,3,1,2,1,,2,3,,1,,,1,,,1,,0,0,,,,,
615,2021-11-17,USA-01,Alabama,496,509,10.38,26,15.43,.31,40,3,6,1,4903185,3814879,77.800003,AL,2021-11-17,2021,46,2021-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.142857142857,41.5714285714286,75.5714285714286,.028336629,317.571428571429,0.813842482100239,FALSE,0.773755656108597,0.773755656108597,.773755656108597,341,419,0.847845401946461,.847845401946461,2.389117627478,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7.78,8.57,34.43,0.1,0.1,0.12,0.12,0.15,0.16,0.16,0.16,0.23,0.17,0.17,0.21,0.23,0.23,0.23,509,463.57,528.29,523.29,528,525.57,504.57,562.14,605.86,570.14,569.29,583.86,570.29,541.86,692.14,757.71,694.29,722.43,801.14,959.71,1058.14,847.29,847.29,849.86,855.14,873.71,851.14,786.14,784,834.14,823.43,841.86,857.43,876.29,862.86,893.14,929.71,1024.43,1062.86,1097,1177.14,1290.86,1353.71,1477.86,1540,1662.57,1768.43,1976.57,2080,2317.71,2443,2619.57,38.1428571428571,40.4285714285714,56.8571428571429,Wednesday,12.36,0.830364053452719,0.0355258702132206,FALSE,FALSE,2021-11-17 Alabama,721.917212276856,665.438737319178,17nov2021,3,1,22797,2.1700001,1,1.54,1,.83999997,0,1.1900001,1,2.03,1,1.54,1,1.54,1,.98000002,1,2.8,1,2.3800001,1,2.6599998,1,5.04,1,4.8299999,1,5.9349179,72.660004,2.833663,0,1,0,0,,,,3,1,2,1,,2,3,,1,,,1,,,1,,0,0,,,,,
622,2021-11-24,USA-01,Alabama,416,457.85999,9.3400002,16,11,.22,40,3,6,1,4903185,3814879,77.800003,AL,2021-11-24,2021,47,2021-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.285714285714,38.1428571428571,81.1428571428571,.028721819,326,0.785888077858881,FALSE,0.742838541666667,0.742838541666667,.742838541666667,323,411,0.777920007971495,.777920007971495,2.43282099871235,NA,FALSE,FALSE,FALSE,TRUE,FALSE,11.43,14.43,15.43,0.16,0.23,0.17,0.17,0.21,0.23,0.23,0.23,0.25,0.29,0.3,0.29,0.26,0.26,0.26,457.85999,469.29,458.29,459,457.14,445.71,481.29,509,463.57,528.29,523.29,528,525.57,504.57,562.14,605.86,570.14,569.29,583.86,570.29,541.86,692.14,757.71,694.29,722.43,801.14,959.71,1058.14,847.29,847.29,849.86,855.14,873.71,851.14,786.14,784,834.14,823.43,841.86,857.43,876.29,862.86,893.14,929.71,1024.43,1062.86,1097,1177.14,1290.86,1353.71,1477.86,1540,44.1428571428571,41.5714285714286,47.1428571428571,Wednesday,9.45,0.8361911696173,0.0282474456602943,FALSE,FALSE,2021-11-24 Alabama,598.201942365675,559.444779494848,24nov2021,3,1,22797,1.54,1,.83999997,0,1.1900001,1,2.03,1,1.54,1,1.54,1,.98000002,1,2.8,1,2.3800001,1,2.6599998,1,5.04,1,4.8299999,1,6.0900002,1,5.4454403,65.380005,2.8721819,0,1,0,0,,,,3,1,2,1,,2,3,,1,,,1,,,1,,0,0,,,,,
629,2021-12-01,USA-01,Alabama,536,300.14001,6.1199999,24,5.8600001,.12,40,3,6,1,4903185,3814879,77.800003,AL,2021-12-01,2021,48,2021-48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.714285714286,44.1428571428571,77.5714285714286,.030816182,324.142857142857,0.799554565701559,FALSE,0.775726495726496,0.775726495726496,.775726495726496,359,449,0.900289447427685,.900289447427685,2.48235148611129,NA,FALSE,FALSE,FALSE,TRUE,FALSE,12.57,10.86,11,0.23,0.25,0.29,0.3,0.29,0.26,0.26,0.26,0.24,0.22,0.24,0.22,0.22,0.22,0.22,300.14001,283,303.29,314.29,330.71,444.43,444.43,457.86,469.29,458.29,459,457.14,445.71,481.29,509,463.57,528.29,523.29,528,525.57,504.57,562.14,605.86,570.14,569.29,583.86,570.29,541.86,692.14,757.71,694.29,722.43,801.14,959.71,1058.14,847.29,847.29,849.86,855.14,873.71,851.14,786.14,784,834.14,823.43,841.86,857.43,876.29,862.86,893.14,929.71,1024.43,47.2857142857143,38.1428571428571,40.4285714285714,Wednesday,9.57,0.777920007971495,0.0286891926489341,FALSE,FALSE,2021-12-01 Alabama,515.449836723114,488.994553173304,01dec2021,3,1,22797,.83999997,0,1.1900001,1,2.03,1,1.54,1,1.54,1,.98000002,1,2.8,1,2.3800001,1,2.6599998,1,5.04,1,4.8299999,1,6.0900002,1,5.25,1,6.3020263,42.84,3.0816183,0,1,0,0,,,,3,1,2,1,,2,4,,1,,,1,,,1,,0,0,,,,,
